mesh1kmid,prefcode,citycode,year,month,dayflag,timezone,population,year_mm,cityname
53394519,13,13101,2019,12,1,0,62572,2019/12,chiyoda
53394519,13,13101,2019,12,1,1,10224,2019/12,chiyoda
53394519,13,13101,2019,12,1,2,34534,2019/12,chiyoda
53394519,13,13101,2019,12,2,0,48452,2019/12,chiyoda
53394519,13,13101,2019,12,2,1,9177,2019/12,chiyoda
53394519,13,13101,2019,12,2,2,27325,2019/12,chiyoda
53393671,13,13102,2019,12,0,0,202,2019/12,chuou
53393671,13,13102,2019,12,0,1,122,2019/12,chuou
53393671,13,13102,2019,12,0,2,172,2019/12,chuou
53393671,13,13102,2019,12,1,0,303,2019/12,chuou
53393671,13,13102,2019,12,1,1,132,2019/12,chuou
53393671,13,13102,2019,12,1,2,221,2019/12,chuou
53393671,13,13102,2019,12,2,0,273,2019/12,chuou
53393671,13,13102,2019,12,2,1,129,2019/12,chuou
53393671,13,13102,2019,12,2,2,207,2019/12,chuou
53393558,13,13103,2019,12,0,0,37395,2019/12,minato
53393558,13,13103,2019,12,0,1,32280,2019/12,minato
53393558,13,13103,2019,12,0,2,33846,2019/12,minato
53393558,13,13103,2019,12,1,0,53860,2019/12,minato
53393558,13,13103,2019,12,1,1,30405,2019/12,minato
53393558,13,13103,2019,12,1,2,42162,2019/12,minato
53393558,13,13103,2019,12,2,0,49080,2019/12,minato
53393558,13,13103,2019,12,2,1,30949,2019/12,minato
53393558,13,13103,2019,12,2,2,39748,2019/12,minato
53394517,13,13104,2019,12,0,0,19843,2019/12,shinjuku
53394517,13,13104,2019,12,0,1,7821,2019/12,shinjuku
53394517,13,13104,2019,12,0,2,14505,2019/12,shinjuku
53394517,13,13104,2019,12,1,0,26984,2019/12,shinjuku
53394517,13,13104,2019,12,1,1,8767,2019/12,shinjuku
53394517,13,13104,2019,12,1,2,17511,2019/12,shinjuku
53394517,13,13104,2019,12,2,0,24911,2019/12,shinjuku
53394517,13,13104,2019,12,2,1,8492,2019/12,shinjuku
53394517,13,13104,2019,12,2,2,16638,2019/12,shinjuku
53394558,13,13105,2019,12,0,0,20939,2019/12,bunkyo
53394558,13,13105,2019,12,0,1,19590,2019/12,bunkyo
53394558,13,13105,2019,12,0,2,20184,2019/12,bunkyo
53394558,13,13105,2019,12,1,0,28295,2019/12,bunkyo
53394558,13,13105,2019,12,1,1,20385,2019/12,bunkyo
53394558,13,13105,2019,12,1,2,24416,2019/12,bunkyo
53394558,13,13105,2019,12,2,0,26160,2019/12,bunkyo
53394558,13,13105,2019,12,2,1,20154,2019/12,bunkyo
53394558,13,13105,2019,12,2,2,23188,2019/12,bunkyo
53394642,13,13106,2019,12,0,0,34582,2019/12,taito
53394642,13,13106,2019,12,0,1,31941,2019/12,taito
53394642,13,13106,2019,12,0,2,32789,2019/12,taito
53394642,13,13106,2019,12,1,0,76639,2019/12,taito
53394642,13,13106,2019,12,1,1,35891,2019/12,taito
53394642,13,13106,2019,12,1,2,54312,2019/12,taito
53394642,13,13106,2019,12,2,0,64429,2019/12,taito
53394642,13,13106,2019,12,2,1,34744,2019/12,taito
53394642,13,13106,2019,12,2,2,48063,2019/12,taito
53394519,13,13101,2020,1,0,0,12406,2020/01,chiyoda
53394519,13,13101,2020,1,0,1,5345,2020/01,chiyoda
53394519,13,13101,2020,1,0,2,8259,2020/01,chiyoda
53394519,13,13101,2020,1,1,0,61345,2020/01,chiyoda
53394519,13,13101,2020,1,1,1,9523,2020/01,chiyoda
53394519,13,13101,2020,1,1,2,33593,2020/01,chiyoda
53394519,13,13101,2020,1,2,0,45558,2020/01,chiyoda
53394519,13,13101,2020,1,2,1,8176,2020/01,chiyoda
53394519,13,13101,2020,1,2,2,25421,2020/01,chiyoda
53393671,13,13102,2020,1,0,0,201,2020/01,chuou
53393671,13,13102,2020,1,0,1,85,2020/01,chuou
53393671,13,13102,2020,1,0,2,146,2020/01,chuou
53393671,13,13102,2020,1,1,0,289,2020/01,chuou
53393671,13,13102,2020,1,1,1,85,2020/01,chuou
53393671,13,13102,2020,1,1,2,175,2020/01,chuou
53393671,13,13102,2020,1,2,0,260,2020/01,chuou
53393671,13,13102,2020,1,2,1,85,2020/01,chuou
53393671,13,13102,2020,1,2,2,165,2020/01,chuou
53393558,13,13103,2020,1,0,0,31568,2020/01,minato
53393558,13,13103,2020,1,0,1,27752,2020/01,minato
53393558,13,13103,2020,1,0,2,28614,2020/01,minato
53393558,13,13103,2020,1,1,0,52405,2020/01,minato
53393558,13,13103,2020,1,1,1,27860,2020/01,minato
53393558,13,13103,2020,1,1,2,39725,2020/01,minato
53393558,13,13103,2020,1,2,0,45684,2020/01,minato
53393558,13,13103,2020,1,2,1,27825,2020/01,minato
53393558,13,13103,2020,1,2,2,36141,2020/01,minato
53394517,13,13104,2020,1,0,0,33291,2020/01,shinjuku
53394517,13,13104,2020,1,0,1,8173,2020/01,shinjuku
53394517,13,13104,2020,1,0,2,16792,2020/01,shinjuku
53394517,13,13104,2020,1,1,0,25275,2020/01,shinjuku
53394517,13,13104,2020,1,1,1,8064,2020/01,shinjuku
53394517,13,13104,2020,1,1,2,16425,2020/01,shinjuku
53394517,13,13104,2020,1,2,0,27861,2020/01,shinjuku
53394517,13,13104,2020,1,2,1,8099,2020/01,shinjuku
53394517,13,13104,2020,1,2,2,16544,2020/01,shinjuku
53394558,13,13105,2020,1,0,0,18574,2020/01,bunkyo
53394558,13,13105,2020,1,0,1,17694,2020/01,bunkyo
53394558,13,13105,2020,1,0,2,18081,2020/01,bunkyo
53394558,13,13105,2020,1,1,0,27327,2020/01,bunkyo
53394558,13,13105,2020,1,1,1,19526,2020/01,bunkyo
53394558,13,13105,2020,1,1,2,23335,2020/01,bunkyo
53394558,13,13105,2020,1,2,0,24504,2020/01,bunkyo
53394558,13,13105,2020,1,2,1,18935,2020/01,bunkyo
53394558,13,13105,2020,1,2,2,21640,2020/01,bunkyo
53394642,13,13106,2020,1,0,0,31208,2020/01,taito
53394642,13,13106,2020,1,0,1,29636,2020/01,taito
53394642,13,13106,2020,1,0,2,30229,2020/01,taito
53394642,13,13106,2020,1,1,0,74791,2020/01,taito
53394642,13,13106,2020,1,1,1,33567,2020/01,taito
53394642,13,13106,2020,1,1,2,52138,2020/01,taito
53394642,13,13106,2020,1,2,0,60732,2020/01,taito
53394642,13,13106,2020,1,2,1,32299,2020/01,taito
53394642,13,13106,2020,1,2,2,45070,2020/01,taito
53394519,13,13101,2020,2,0,0,13499,2020/02,chiyoda
53394519,13,13101,2020,2,0,1,5818,2020/02,chiyoda
53394519,13,13101,2020,2,0,2,9167,2020/02,chiyoda
53394519,13,13101,2020,2,1,0,68295,2020/02,chiyoda
53394519,13,13101,2020,2,1,1,10559,2020/02,chiyoda
53394519,13,13101,2020,2,1,2,37550,2020/02,chiyoda
53394519,13,13101,2020,2,2,0,47510,2020/02,chiyoda
53394519,13,13101,2020,2,2,1,8761,2020/02,chiyoda
53394519,13,13101,2020,2,2,2,26784,2020/02,chiyoda
53393671,13,13102,2020,2,0,0,219,2020/02,chuou
53393671,13,13102,2020,2,0,1,76,2020/02,chuou
53393671,13,13102,2020,2,0,2,133,2020/02,chuou
53393671,13,13102,2020,2,1,0,326,2020/02,chuou
53393671,13,13102,2020,2,1,1,53,2020/02,chuou
53393671,13,13102,2020,2,1,2,171,2020/02,chuou
53393671,13,13102,2020,2,2,0,285,2020/02,chuou
53393671,13,13102,2020,2,2,1,62,2020/02,chuou
53393671,13,13102,2020,2,2,2,157,2020/02,chuou
53393558,13,13103,2020,2,0,0,32452,2020/02,minato
53393558,13,13103,2020,2,0,1,27322,2020/02,minato
53393558,13,13103,2020,2,0,2,29400,2020/02,minato
53393558,13,13103,2020,2,1,0,52176,2020/02,minato
53393558,13,13103,2020,2,1,1,27230,2020/02,minato
53393558,13,13103,2020,2,1,2,39608,2020/02,minato
53393558,13,13103,2020,2,2,0,44695,2020/02,minato
53393558,13,13103,2020,2,2,1,27265,2020/02,minato
53393558,13,13103,2020,2,2,2,35736,2020/02,minato
53394517,13,13104,2020,2,0,0,14401,2020/02,shinjuku
53394517,13,13104,2020,2,0,1,7080,2020/02,shinjuku
53394517,13,13104,2020,2,0,2,10042,2020/02,shinjuku
53394517,13,13104,2020,2,1,0,26121,2020/02,shinjuku
53394517,13,13104,2020,2,1,1,8401,2020/02,shinjuku
53394517,13,13104,2020,2,1,2,16860,2020/02,shinjuku
53394517,13,13104,2020,2,2,0,21676,2020/02,shinjuku
53394517,13,13104,2020,2,2,1,7900,2020/02,shinjuku
53394517,13,13104,2020,2,2,2,14274,2020/02,shinjuku
53394558,13,13105,2020,2,0,0,21315,2020/02,bunkyo
53394558,13,13105,2020,2,0,1,20186,2020/02,bunkyo
53394558,13,13105,2020,2,0,2,20479,2020/02,bunkyo
53394558,13,13105,2020,2,1,0,27907,2020/02,bunkyo
53394558,13,13105,2020,2,1,1,20581,2020/02,bunkyo
53394558,13,13105,2020,2,1,2,24214,2020/02,bunkyo
53394558,13,13105,2020,2,2,0,25406,2020/02,bunkyo
53394558,13,13105,2020,2,2,1,20431,2020/02,bunkyo
53394558,13,13105,2020,2,2,2,22797,2020/02,bunkyo
53394642,13,13106,2020,2,0,0,33649,2020/02,taito
53394642,13,13106,2020,2,0,1,31074,2020/02,taito
53394642,13,13106,2020,2,0,2,32079,2020/02,taito
53394642,13,13106,2020,2,1,0,79836,2020/02,taito
53394642,13,13106,2020,2,1,1,35173,2020/02,taito
53394642,13,13106,2020,2,1,2,55602,2020/02,taito
53394642,13,13106,2020,2,2,0,62317,2020/02,taito
53394642,13,13106,2020,2,2,1,33618,2020/02,taito
53394642,13,13106,2020,2,2,2,46680,2020/02,taito
53394519,13,13101,2020,3,0,0,8848,2020/03,chiyoda
53394519,13,13101,2020,3,0,1,3841,2020/03,chiyoda
53394519,13,13101,2020,3,0,2,6218,2020/03,chiyoda
53394519,13,13101,2020,3,1,0,61492,2020/03,chiyoda
53394519,13,13101,2020,3,1,1,8615,2020/03,chiyoda
53394519,13,13101,2020,3,1,2,33433,2020/03,chiyoda
53394519,13,13101,2020,3,2,0,44511,2020/03,chiyoda
53394519,13,13101,2020,3,2,1,7075,2020/03,chiyoda
53394519,13,13101,2020,3,2,2,24654,2020/03,chiyoda
53393671,13,13102,2020,3,0,0,144,2020/03,chuou
53393671,13,13102,2020,3,0,1,36,2020/03,chuou
53393671,13,13102,2020,3,0,2,116,2020/03,chuou
53393671,13,13102,2020,3,1,0,340,2020/03,chuou
53393671,13,13102,2020,3,1,1,89,2020/03,chuou
53393671,13,13102,2020,3,1,2,209,2020/03,chuou
53393671,13,13102,2020,3,2,0,277,2020/03,chuou
53393671,13,13102,2020,3,2,1,72,2020/03,chuou
53393671,13,13102,2020,3,2,2,179,2020/03,chuou
53393558,13,13103,2020,3,0,0,24553,2020/03,minato
53393558,13,13103,2020,3,0,1,21341,2020/03,minato
53393558,13,13103,2020,3,0,2,22562,2020/03,minato
53393558,13,13103,2020,3,1,0,44893,2020/03,minato
53393558,13,13103,2020,3,1,1,23027,2020/03,minato
53393558,13,13103,2020,3,1,2,33680,2020/03,minato
53393558,13,13103,2020,3,2,0,38332,2020/03,minato
53393558,13,13103,2020,3,2,1,22483,2020/03,minato
53393558,13,13103,2020,3,2,2,30094,2020/03,minato
53394517,13,13104,2020,3,0,0,10733,2020/03,shinjuku
53394517,13,13104,2020,3,0,1,6514,2020/03,shinjuku
53394517,13,13104,2020,3,0,2,8163,2020/03,shinjuku
53394517,13,13104,2020,3,1,0,24024,2020/03,shinjuku
53394517,13,13104,2020,3,1,1,8031,2020/03,shinjuku
53394517,13,13104,2020,3,1,2,15623,2020/03,shinjuku
53394517,13,13104,2020,3,2,0,19736,2020/03,shinjuku
53394517,13,13104,2020,3,2,1,7542,2020/03,shinjuku
53394517,13,13104,2020,3,2,2,13216,2020/03,shinjuku
53394558,13,13105,2020,3,0,0,20690,2020/03,bunkyo
53394558,13,13105,2020,3,0,1,19773,2020/03,bunkyo
53394558,13,13105,2020,3,0,2,20170,2020/03,bunkyo
53394558,13,13105,2020,3,1,0,27839,2020/03,bunkyo
53394558,13,13105,2020,3,1,1,20350,2020/03,bunkyo
53394558,13,13105,2020,3,1,2,23985,2020/03,bunkyo
53394558,13,13105,2020,3,2,0,25533,2020/03,bunkyo
53394558,13,13105,2020,3,2,1,20164,2020/03,bunkyo
53394558,13,13105,2020,3,2,2,22754,2020/03,bunkyo
53394642,13,13106,2020,3,0,0,33043,2020/03,taito
53394642,13,13106,2020,3,0,1,29855,2020/03,taito
53394642,13,13106,2020,3,0,2,31199,2020/03,taito
53394642,13,13106,2020,3,1,0,78292,2020/03,taito
53394642,13,13106,2020,3,1,1,34006,2020/03,taito
53394642,13,13106,2020,3,1,2,54370,2020/03,taito
53394642,13,13106,2020,3,2,0,63695,2020/03,taito
53394642,13,13106,2020,3,2,1,32667,2020/03,taito
53394642,13,13106,2020,3,2,2,46896,2020/03,taito
53394519,13,13101,2020,4,0,0,5651,2020/04,chiyoda
53394519,13,13101,2020,4,0,1,3360,2020/04,chiyoda
53394519,13,13101,2020,4,0,2,4421,2020/04,chiyoda
53394519,13,13101,2020,4,1,0,35811,2020/04,chiyoda
53394519,13,13101,2020,4,1,1,5834,2020/04,chiyoda
53394519,13,13101,2020,4,1,2,19949,2020/04,chiyoda
53394519,13,13101,2020,4,2,0,26763,2020/04,chiyoda
53394519,13,13101,2020,4,2,1,5092,2020/04,chiyoda
53394519,13,13101,2020,4,2,2,15291,2020/04,chiyoda
53393671,13,13102,2020,4,0,0,173,2020/04,chuou
53393671,13,13102,2020,4,0,1,36,2020/04,chuou
53393671,13,13102,2020,4,0,2,87,2020/04,chuou
53393671,13,13102,2020,4,1,0,242,2020/04,chuou
53393671,13,13102,2020,4,1,1,77,2020/04,chuou
53393671,13,13102,2020,4,1,2,158,2020/04,chuou
53393671,13,13102,2020,4,2,0,221,2020/04,chuou
53393671,13,13102,2020,4,2,1,64,2020/04,chuou
53393671,13,13102,2020,4,2,2,136,2020/04,chuou
53393558,13,13103,2020,4,0,0,19833,2020/04,minato
53393558,13,13103,2020,4,0,1,18528,2020/04,minato
53393558,13,13103,2020,4,0,2,18992,2020/04,minato
53393558,13,13103,2020,4,1,0,34949,2020/04,minato
53393558,13,13103,2020,4,1,1,19912,2020/04,minato
53393558,13,13103,2020,4,1,2,26691,2020/04,minato
53393558,13,13103,2020,4,2,0,30414,2020/04,minato
53393558,13,13103,2020,4,2,1,19497,2020/04,minato
53393558,13,13103,2020,4,2,2,24382,2020/04,minato
53394517,13,13104,2020,4,0,0,7226,2020/04,shinjuku
53394517,13,13104,2020,4,0,1,4942,2020/04,shinjuku
53394517,13,13104,2020,4,0,2,6054,2020/04,shinjuku
53394517,13,13104,2020,4,1,0,15175,2020/04,shinjuku
53394517,13,13104,2020,4,1,1,5707,2020/04,shinjuku
53394517,13,13104,2020,4,1,2,10116,2020/04,shinjuku
53394517,13,13104,2020,4,2,0,12790,2020/04,shinjuku
53394517,13,13104,2020,4,2,1,5477,2020/04,shinjuku
53394517,13,13104,2020,4,2,2,8898,2020/04,shinjuku
53394558,13,13105,2020,4,0,0,20577,2020/04,bunkyo
53394558,13,13105,2020,4,0,1,20299,2020/04,bunkyo
53394558,13,13105,2020,4,0,2,20633,2020/04,bunkyo
53394558,13,13105,2020,4,1,0,26399,2020/04,bunkyo
53394558,13,13105,2020,4,1,1,20450,2020/04,bunkyo
53394558,13,13105,2020,4,1,2,23270,2020/04,bunkyo
53394558,13,13105,2020,4,2,0,24652,2020/04,bunkyo
53394558,13,13105,2020,4,2,1,20405,2020/04,bunkyo
53394558,13,13105,2020,4,2,2,22479,2020/04,bunkyo
53394642,13,13106,2020,4,0,0,34237,2020/04,taito
53394642,13,13106,2020,4,0,1,31723,2020/04,taito
53394642,13,13106,2020,4,0,2,32934,2020/04,taito
53394642,13,13106,2020,4,1,0,64752,2020/04,taito
53394642,13,13106,2020,4,1,1,34409,2020/04,taito
53394642,13,13106,2020,4,1,2,47667,2020/04,taito
53394642,13,13106,2020,4,2,0,55597,2020/04,taito
53394642,13,13106,2020,4,2,1,33603,2020/04,taito
53394642,13,13106,2020,4,2,2,43247,2020/04,taito
53394519,13,13101,2020,5,0,0,5356,2020/05,chiyoda
53394519,13,13101,2020,5,0,1,3040,2020/05,chiyoda
53394519,13,13101,2020,5,0,2,4135,2020/05,chiyoda
53394519,13,13101,2020,5,1,0,32346,2020/05,chiyoda
53394519,13,13101,2020,5,1,1,5712,2020/05,chiyoda
53394519,13,13101,2020,5,1,2,17990,2020/05,chiyoda
53394519,13,13101,2020,5,2,0,21028,2020/05,chiyoda
53394519,13,13101,2020,5,2,1,4591,2020/05,chiyoda
53394519,13,13101,2020,5,2,2,12180,2020/05,chiyoda
53393671,13,13102,2020,5,0,0,84,2020/05,chuou
53393671,13,13102,2020,5,0,1,59,2020/05,chuou
53393671,13,13102,2020,5,0,2,85,2020/05,chuou
53393671,13,13102,2020,5,1,0,175,2020/05,chuou
53393671,13,13102,2020,5,1,1,84,2020/05,chuou
53393671,13,13102,2020,5,1,2,118,2020/05,chuou
53393671,13,13102,2020,5,2,0,137,2020/05,chuou
53393671,13,13102,2020,5,2,1,73,2020/05,chuou
53393671,13,13102,2020,5,2,2,104,2020/05,chuou
53393558,13,13103,2020,5,0,0,19197,2020/05,minato
53393558,13,13103,2020,5,0,1,17834,2020/05,minato
53393558,13,13103,2020,5,0,2,18372,2020/05,minato
53393558,13,13103,2020,5,1,0,31974,2020/05,minato
53393558,13,13103,2020,5,1,1,19628,2020/05,minato
53393558,13,13103,2020,5,1,2,25178,2020/05,minato
53393558,13,13103,2020,5,2,0,26616,2020/05,minato
53393558,13,13103,2020,5,2,1,18876,2020/05,minato
53393558,13,13103,2020,5,2,2,22324,2020/05,minato
53394517,13,13104,2020,5,0,0,7103,2020/05,shinjuku
53394517,13,13104,2020,5,0,1,4833,2020/05,shinjuku
53394517,13,13104,2020,5,0,2,5910,2020/05,shinjuku
53394517,13,13104,2020,5,1,0,14749,2020/05,shinjuku
53394517,13,13104,2020,5,1,1,6081,2020/05,shinjuku
53394517,13,13104,2020,5,1,2,10103,2020/05,shinjuku
53394517,13,13104,2020,5,2,0,11543,2020/05,shinjuku
53394517,13,13104,2020,5,2,1,5558,2020/05,shinjuku
53394517,13,13104,2020,5,2,2,8345,2020/05,shinjuku
53394558,13,13105,2020,5,0,0,19946,2020/05,bunkyo
53394558,13,13105,2020,5,0,1,20516,2020/05,bunkyo
53394558,13,13105,2020,5,0,2,20335,2020/05,bunkyo
53394558,13,13105,2020,5,1,0,25867,2020/05,bunkyo
53394558,13,13105,2020,5,1,1,20574,2020/05,bunkyo
53394558,13,13105,2020,5,1,2,22971,2020/05,bunkyo
53394558,13,13105,2020,5,2,0,23384,2020/05,bunkyo
53394558,13,13105,2020,5,2,1,20550,2020/05,bunkyo
53394558,13,13105,2020,5,2,2,21866,2020/05,bunkyo
53394642,13,13106,2020,5,0,0,33613,2020/05,taito
53394642,13,13106,2020,5,0,1,30972,2020/05,taito
53394642,13,13106,2020,5,0,2,32118,2020/05,taito
53394642,13,13106,2020,5,1,0,61822,2020/05,taito
53394642,13,13106,2020,5,1,1,33647,2020/05,taito
53394642,13,13106,2020,5,1,2,46167,2020/05,taito
53394642,13,13106,2020,5,2,0,49993,2020/05,taito
53394642,13,13106,2020,5,2,1,32525,2020/05,taito
53394642,13,13106,2020,5,2,2,40276,2020/05,taito
53394519,13,13101,2020,6,0,0,6575,2020/06,chiyoda
53394519,13,13101,2020,6,0,1,3494,2020/06,chiyoda
53394519,13,13101,2020,6,0,2,4990,2020/06,chiyoda
53394519,13,13101,2020,6,1,0,43261,2020/06,chiyoda
53394519,13,13101,2020,6,1,1,6939,2020/06,chiyoda
53394519,13,13101,2020,6,1,2,23788,2020/06,chiyoda
53394519,13,13101,2020,6,2,0,33478,2020/06,chiyoda
53394519,13,13101,2020,6,2,1,6020,2020/06,chiyoda
53394519,13,13101,2020,6,2,2,18775,2020/06,chiyoda
53393671,13,13102,2020,6,0,0,121,2020/06,chuou
53393671,13,13102,2020,6,0,1,91,2020/06,chuou
53393671,13,13102,2020,6,0,2,102,2020/06,chuou
53393671,13,13102,2020,6,1,0,302,2020/06,chuou
53393671,13,13102,2020,6,1,1,56,2020/06,chuou
53393671,13,13102,2020,6,1,2,162,2020/06,chuou
53393671,13,13102,2020,6,2,0,254,2020/06,chuou
53393671,13,13102,2020,6,2,1,65,2020/06,chuou
53393671,13,13102,2020,6,2,2,146,2020/06,chuou
53393558,13,13103,2020,6,0,0,23653,2020/06,minato
53393558,13,13103,2020,6,0,1,20347,2020/06,minato
53393558,13,13103,2020,6,0,2,21612,2020/06,minato
53393558,13,13103,2020,6,1,0,39863,2020/06,minato
53393558,13,13103,2020,6,1,1,21321,2020/06,minato
53393558,13,13103,2020,6,1,2,29776,2020/06,minato
53393558,13,13103,2020,6,2,0,35540,2020/06,minato
53393558,13,13103,2020,6,2,1,21061,2020/06,minato
53393558,13,13103,2020,6,2,2,27599,2020/06,minato
53394517,13,13104,2020,6,0,0,9121,2020/06,shinjuku
53394517,13,13104,2020,6,0,1,5818,2020/06,shinjuku
53394517,13,13104,2020,6,0,2,7231,2020/06,shinjuku
53394517,13,13104,2020,6,1,0,19895,2020/06,shinjuku
53394517,13,13104,2020,6,1,1,6718,2020/06,shinjuku
53394517,13,13104,2020,6,1,2,12785,2020/06,shinjuku
53394517,13,13104,2020,6,2,0,17022,2020/06,shinjuku
53394517,13,13104,2020,6,2,1,6478,2020/06,shinjuku
53394517,13,13104,2020,6,2,2,11304,2020/06,shinjuku
53394558,13,13105,2020,6,0,0,18750,2020/06,bunkyo
53394558,13,13105,2020,6,0,1,19035,2020/06,bunkyo
53394558,13,13105,2020,6,0,2,19213,2020/06,bunkyo
53394558,13,13105,2020,6,1,0,27555,2020/06,bunkyo
53394558,13,13105,2020,6,1,1,20638,2020/06,bunkyo
53394558,13,13105,2020,6,1,2,23858,2020/06,bunkyo
53394558,13,13105,2020,6,2,0,25207,2020/06,bunkyo
53394558,13,13105,2020,6,2,1,20211,2020/06,bunkyo
53394558,13,13105,2020,6,2,2,22619,2020/06,bunkyo
53394642,13,13106,2020,6,0,0,32934,2020/06,taito
53394642,13,13106,2020,6,0,1,30606,2020/06,taito
53394642,13,13106,2020,6,0,2,31627,2020/06,taito
53394642,13,13106,2020,6,1,0,71193,2020/06,taito
53394642,13,13106,2020,6,1,1,34261,2020/06,taito
53394642,13,13106,2020,6,1,2,50437,2020/06,taito
53394642,13,13106,2020,6,2,0,60991,2020/06,taito
53394642,13,13106,2020,6,2,1,33287,2020/06,taito
53394642,13,13106,2020,6,2,2,45421,2020/06,taito
53394519,13,13101,2020,7,0,0,7188,2020/07,chiyoda
53394519,13,13101,2020,7,0,1,3771,2020/07,chiyoda
53394519,13,13101,2020,7,0,2,5411,2020/07,chiyoda
53394519,13,13101,2020,7,1,0,44560,2020/07,chiyoda
53394519,13,13101,2020,7,1,1,7310,2020/07,chiyoda
53394519,13,13101,2020,7,1,2,24449,2020/07,chiyoda
53394519,13,13101,2020,7,2,0,32505,2020/07,chiyoda
53394519,13,13101,2020,7,2,1,6169,2020/07,chiyoda
53394519,13,13101,2020,7,2,2,18308,2020/07,chiyoda
53393671,13,13102,2020,7,0,0,198,2020/07,chuou
53393671,13,13102,2020,7,0,1,98,2020/07,chuou
53393671,13,13102,2020,7,0,2,167,2020/07,chuou
53393671,13,13102,2020,7,1,0,236,2020/07,chuou
53393671,13,13102,2020,7,1,1,130,2020/07,chuou
53393671,13,13102,2020,7,1,2,172,2020/07,chuou
53393671,13,13102,2020,7,2,0,224,2020/07,chuou
53393671,13,13102,2020,7,2,1,120,2020/07,chuou
53393671,13,13102,2020,7,2,2,170,2020/07,chuou
53393558,13,13103,2020,7,0,0,24140,2020/07,minato
53393558,13,13103,2020,7,0,1,20585,2020/07,minato
53393558,13,13103,2020,7,0,2,21910,2020/07,minato
53393558,13,13103,2020,7,1,0,41736,2020/07,minato
53393558,13,13103,2020,7,1,1,21486,2020/07,minato
53393558,13,13103,2020,7,1,2,30871,2020/07,minato
53393558,13,13103,2020,7,2,0,36060,2020/07,minato
53393558,13,13103,2020,7,2,1,21196,2020/07,minato
53393558,13,13103,2020,7,2,2,27980,2020/07,minato
53394517,13,13104,2020,7,0,0,9308,2020/07,shinjuku
53394517,13,13104,2020,7,0,1,5929,2020/07,shinjuku
53394517,13,13104,2020,7,0,2,7573,2020/07,shinjuku
53394517,13,13104,2020,7,1,0,21889,2020/07,shinjuku
53394517,13,13104,2020,7,1,1,7069,2020/07,shinjuku
53394517,13,13104,2020,7,1,2,13917,2020/07,shinjuku
53394517,13,13104,2020,7,2,0,17831,2020/07,shinjuku
53394517,13,13104,2020,7,2,1,6701,2020/07,shinjuku
53394517,13,13104,2020,7,2,2,11870,2020/07,shinjuku
53394558,13,13105,2020,7,0,0,19862,2020/07,bunkyo
53394558,13,13105,2020,7,0,1,19366,2020/07,bunkyo
53394558,13,13105,2020,7,0,2,19642,2020/07,bunkyo
53394558,13,13105,2020,7,1,0,27772,2020/07,bunkyo
53394558,13,13105,2020,7,1,1,20263,2020/07,bunkyo
53394558,13,13105,2020,7,1,2,23862,2020/07,bunkyo
53394558,13,13105,2020,7,2,0,25220,2020/07,bunkyo
53394558,13,13105,2020,7,2,1,19974,2020/07,bunkyo
53394558,13,13105,2020,7,2,2,22501,2020/07,bunkyo
53394642,13,13106,2020,7,0,0,31967,2020/07,taito
53394642,13,13106,2020,7,0,1,29200,2020/07,taito
53394642,13,13106,2020,7,0,2,30483,2020/07,taito
53394642,13,13106,2020,7,1,0,70582,2020/07,taito
53394642,13,13106,2020,7,1,1,34414,2020/07,taito
53394642,13,13106,2020,7,1,2,50480,2020/07,taito
53394642,13,13106,2020,7,2,0,58126,2020/07,taito
53394642,13,13106,2020,7,2,1,32732,2020/07,taito
53394642,13,13106,2020,7,2,2,44029,2020/07,taito
53394519,13,13101,2020,8,0,0,7290,2020/08,chiyoda
53394519,13,13101,2020,8,0,1,3585,2020/08,chiyoda
53394519,13,13101,2020,8,0,2,5268,2020/08,chiyoda
53394519,13,13101,2020,8,1,0,38679,2020/08,chiyoda
53394519,13,13101,2020,8,1,1,6722,2020/08,chiyoda
53394519,13,13101,2020,8,1,2,21310,2020/08,chiyoda
53394519,13,13101,2020,8,2,0,27541,2020/08,chiyoda
53394519,13,13101,2020,8,2,1,5609,2020/08,chiyoda
53394519,13,13101,2020,8,2,2,15618,2020/08,chiyoda
53393671,13,13102,2020,8,0,0,145,2020/08,chuou
53393671,13,13102,2020,8,0,1,102,2020/08,chuou
53393671,13,13102,2020,8,0,2,128,2020/08,chuou
53393671,13,13102,2020,8,1,0,240,2020/08,chuou
53393671,13,13102,2020,8,1,1,165,2020/08,chuou
53393671,13,13102,2020,8,1,2,189,2020/08,chuou
53393671,13,13102,2020,8,2,0,206,2020/08,chuou
53393671,13,13102,2020,8,2,1,143,2020/08,chuou
53393671,13,13102,2020,8,2,2,167,2020/08,chuou
53393558,13,13103,2020,8,0,0,24321,2020/08,minato
53393558,13,13103,2020,8,0,1,20532,2020/08,minato
53393558,13,13103,2020,8,0,2,22024,2020/08,minato
53393558,13,13103,2020,8,1,0,38632,2020/08,minato
53393558,13,13103,2020,8,1,1,22011,2020/08,minato
53393558,13,13103,2020,8,1,2,29613,2020/08,minato
53393558,13,13103,2020,8,2,0,33554,2020/08,minato
53393558,13,13103,2020,8,2,1,21486,2020/08,minato
53393558,13,13103,2020,8,2,2,26920,2020/08,minato
53394517,13,13104,2020,8,0,0,9797,2020/08,shinjuku
53394517,13,13104,2020,8,0,1,6014,2020/08,shinjuku
